date,home,away,home_score,away_score
2026-08-20,Cincinnati Princeton (OH),Cincinnati Moeller (OH),31,24
2026-08-20,Columbus Harvest Prep (OH),Versailles (OH),18,21
2026-08-20,Montpelier (OH),Antwerp (OH),21,14
2026-08-20,Toledo Scott (OH),Toledo St John's Jesuit (OH),8,44
2026-08-21,Bremen (IN),Churubusco (IN),49,14
2026-08-21,Clyde (OH),Bellevue (OH),0,42
2026-08-21,Columbus St Francis de Sales (OH),Youngstown Ursuline (OH),31,7
2026-08-21,Edon (OH),Edgerton (OH),40,7
2026-08-21,Elgin St Edward (IL),Melrose Park Walther Christian (IL),36,6
2026-08-21,Elkhart Jimtown (IN),Syracuse Wawasee (IN),41,21
2026-08-21,Marinette (WI),Two Rivers (WI),34,22
2026-08-21,New Lisbon (WI),Neillsville (WI),0,35
2026-08-21,Pioneer North Central (OH),Swanton (OH),12,13
2026-08-21,Portage (IN),Hammond Morton (IN),7,34
2026-08-21,Toledo Central Catholic (OH),Trotwood-Madison (OH),27,7
2026-08-21,Toledo St Francis De Sales (OH),Toledo MR Waite (OH),46,21
2026-08-21,Toledo Whitmer (OH),Reynoldsburg (OH),42,23
2026-08-21,Woodburn Woodlan (IN),LaGrange Prairie Heights (IN),21,0
2026-08-22,Chicago Kenwood Academy (IL),Palatine (IL),18,20
2026-08-27,Clinton Township Chippewa Valley,Detroit Catholic Central,0,55
2026-08-27,Grand Rapids Kenowa Hills,DeWitt,21,59
2026-08-27,New Baltimore Anchor Bay,Port Huron,21,28
2026-08-27,Ada Forest Hills Eastern,Grand Rapids Forest Hills Northern,28,21
2026-08-27,Addison,Perry,12,42
2026-08-27,Algonac,Clinton Township Clintondale,20,12
2026-08-27,Allegan,Coloma,17,44
2026-08-27,Allen Park Cabrini,Saginaw Nouvel Catholic Central,21,25
2026-08-27,Bath,Otisville LakeVille Memorial,10,55
2026-08-27,Battle Creek Lakeview,Battle Creek Harper Creek,0,38
2026-08-27,Bay City Central,Flint Carman-Ainsworth,26,44
2026-08-27,Bloomfield Hills,Harrison Township L'Anse Creuse,42,0
2026-08-27,Bloomfield Hills Cranbrook Kingswood,Detroit Mumford,25,22
2026-08-27,Brooklyn Columbia Central,Melvindale Academy for Business & Tech,67,0
2026-08-27,Burton Atherton,Carson City-Crystal,51,19
2026-08-27,Byron Center,Hudsonville,41,20
2026-08-27,Cadillac,Portland,22,29
2026-08-27,Carleton Airport,Tecumseh,34,40
2026-08-27,Caro,Bridgeport,64,6
2026-08-27,Cass City,Harbor Beach,34,0
2026-08-27,Cassopolis,Decatur,25,29
2026-08-27,Center Line,St Clair Shores South Lake,32,14
2026-08-27,Chelsea,Harper Woods,29,20
2026-08-27,Chesaning,Standish-Sterling,57,20
2026-08-27,Clarkston Everest Collegiate,Ubly,15,22
2026-08-27,Clawson,Detroit Pershing,41,0
2026-08-27,Clio,Mt Morris,58,0
2026-08-27,Constantine,Kalamazoo Hackett Catholic Prep,27,29
2026-08-27,Dearborn Heights Robichaud,Center Line Prep Academy,1,0
2026-08-27,Delton Kellogg,Watervliet,23,43
2026-08-27,Detroit Southeastern,Detroit Loyola,44,6
2026-08-27,Detroit Voyageur College Prep,Pinconning,59,6
2026-08-27,Dexter,Brighton,7,49
2026-08-27,Dundee,Adrian,14,50
2026-08-27,Durand,Corunna,14,13
2026-08-27,East Kentwood,Southfield Arts & Technology,55,0
2026-08-27,Farmington,Ann Arbor Huron,32,7
2026-08-27,Fenton,Midland Dow,13,35
2026-08-27,Ferndale,Madison Heights Lamphere,36,12
2026-08-27,Flushing,Ann Arbor Pioneer,14,12
2026-08-27,Fowlerville,Lansing Waverly,19,20
2026-08-27,Frankfort,Benzie Central,27,0
2026-08-27,Fruitport,Hopkins,28,34
2026-08-27,Garden City,Dearborn Edsel Ford,14,17
2026-08-27,Genesee,Detroit Leadership Academy,22,20
2026-08-27,Gobles,Niles Brandywine,28,36
2026-08-27,Grand Blanc,Belleville,24,23
2026-08-27,Grand Haven,Spring Lake,35,34
2026-08-27,Grand Ledge,Holland West Ottawa,40,21
2026-08-27,Grand Rapids Forest Hills Central,Battle Creek Central,49,54
2026-08-27,Grand Rapids NorthPointe Christian,Comstock Park,31,47
2026-08-27,Grand Rapids Northview,Grand Rapids West Catholic,21,48
2026-08-27,Grand Rapids Union,Grand Rapids Ottawa Hills,37,0
2026-08-27,Grant,Sparta,27,43
2026-08-27,Grosse Ile,Birch Run,13,17
2026-08-27,Grosse Pointe Woods University Liggett,Southfield Bradford Academy,28,14
2026-08-27,Hamilton,St Johns,42,33
2026-08-27,Hartland,Oxford,0,28
2026-08-27,Hastings,Middleville Thornapple Kellogg,16,25
2026-08-27,Hazel Park,St Clair,0,56
2026-08-27,Hemlock,Essexville Garber,14,20
2026-08-27,Hesperia,Farwell,14,34
2026-08-27,Holland,Wyoming Godwin Heights,38,58
2026-08-27,Holt,Mason,12,48
2026-08-27,Houghton Lake,Grayling,19,20
2026-08-27,Howell,Traverse City West,49,35
2026-08-27,Iron Mountain,Hancock,35,0
2026-08-27,Johannesburg-Lewiston,Tawas,26,14
2026-08-27,Kalamazoo Central,Jenison,20,27
2026-08-27,Kalkaska,Lake City,50,35
2026-08-27,Kingsford,Escanaba,35,16
2026-08-27,Kingsley,Reed City,22,0
2026-08-27,L'Anse,West Iron County,54,6
2026-08-27,Laingsburg,Vandercook Lake,20,22
2026-08-27,Lake Odessa Lakewood,Elkton-Pigeon-Bay Port Laker,16,8
2026-08-27,Lansing Eastern,Eaton Rapids,0,23
2026-08-27,Lansing Everett,Lansing Sexton,0,33
2026-08-27,Lawton,South Haven,58,33
2026-08-27,Lincoln Park,Taylor,48,30
2026-08-27,Linden,Haslett,44,23
2026-08-27,Livonia Churchill,Canton,27,8
2026-08-27,Lowell,East Grand Rapids,21,27
2026-08-27,Ludington,Coopersville,8,39
2026-08-27,Madison Heights Madison,Macomb Lutheran North,30,32
2026-08-27,Manton,Vestaburg,44,20
2026-08-27,Marquette,Negaunee,28,30
2026-08-27,Marysville,Almont,13,14
2026-08-27,Mattawan,Vicksburg,27,55
2026-08-27,MillingtonMillington Hometown Night,Detroit Communication Media Arts,55,14
2026-08-27,Morley Stanwood,Grandville Calvin Christian,14,15
2026-08-27,Mount Pleasant Sacred Heart,Ithaca,6,48
2026-08-27,Muskegon Oakridge,Zeeland East,0,30
2026-08-27,Muskegon Orchard View,Wyoming,49,0
2026-08-27,Muskegon Reeths-Puffer,Greenville,56,7
2026-08-27,New Boston Huron,Lake Fenton,40,28
2026-08-27,New Haven,Waterford Our Lady of the Lakes,46,0
2026-08-27,New Lothrop,Muskegon Catholic Central,54,0
2026-08-27,North Branch,Gaylord,21,14
2026-08-27,Northville,Lake Orion,38,31
2026-08-27,Onsted,Michigan Center,32,55
2026-08-27,Orchard Lake St Mary's,Muskegon Mona Shores,35,27
2026-08-27,Ortonville Brandon,Fraser,62,25
2026-08-27,Oscoda,Harbor Springs,13,20
2026-08-27,Otsego,Battle Creek Pennfield,13,12
2026-08-27,Ovid-Elsie,Howard City Tri County,28,30
2026-08-27,Parchment,Schoolcraft,21,28
2026-08-27,Petersburg Summerfield,Flint Beecher,42,0
2026-08-27,Petoskey,Croswell-Lexington,35,8
2026-08-27,Pontiac,Detroit Community,6,40
2026-08-27,Portage Northern,Caledonia,12,48
2026-08-27,River Rouge,Walled Lake Western,31,35
2026-08-27,Rochester,Macomb L'Anse Creuse North,21,0
2026-08-27,Rochester Hills Stoney Creek,Utica Eisenhower,34,23
2026-08-27,Romulus Summit Academy North,Detroit University Prep Science & Math,40,0
2026-08-27,Saginaw Swan Valley,Detroit Country Day,19,14
2026-08-27,Saginaw United,Bay City Western,0,38
2026-08-27,Saginaw Valley Lutheran,Rochester Hills Lutheran Northwest,35,0
2026-08-27,Sand Creek,Manchester,6,42
2026-08-27,Saugatuck,Galesburg-Augusta,23,24
2026-08-27,South Lyon East,Bay City John Glenn,21,0
2026-08-27,Southgate AndersonParents Night,Brownstown Woodhaven,14,52
2026-08-27,Sterling Heights,Flint Kearsley,0,51
2026-08-27,Sturgis,Coldwater,20,21
2026-08-27,Toledo Central Catholic (OH),Portage Central,24,14
2026-08-27,Trenton,Allen Park,42,14
2026-08-27,Troy Athens,Waterford Mott,19,27
2026-08-27,Utica Ford,Salem,21,27
2026-08-27,Vassar,Carrollton,68,6
2026-08-27,Walled Lake Central,Dearborn Heights Crestwood,7,48
2026-08-27,Walled Lake Northern,Auburn Hills Avondale,48,15
2026-08-27,Warren Cousino,Utica,6,48
2026-08-27,Warren De La Salle Collegiate,Hamtramck,71,6
2026-08-27,Warren Lincoln,Warren Woods Tower,33,0
2026-08-27,Warren Michigan Collegiate,Detroit Henry Ford,52,8
2026-08-27,Warren Mott,Warren Fitzgerald,0,56
2026-08-27,Westland John Glenn,Livonia Stevenson,26,14
2026-08-27,White Lake Lakeland,Dearborn,17,35
2026-08-27,White Pigeon,Hartford,0,60
2026-08-27,Whitmore Lake,Ecorse,0,44
2026-08-27,Wyandotte Roosevelt,Gibraltar Carlson,14,45
2026-08-27,Yale,Swartz Creek,45,48
2026-08-28,Detroit Cass Tech,Michigan City (IN),62,0
2026-08-28,North Farmington,Birmingham Groves,14,13
2026-08-28,Clarkston,South Lyon,37,16
2026-08-28,Davison,Roseville,28,8
2026-08-28,Flint New Standard Academy,Monroe Jefferson,6,44
2026-08-28,Flint Southwestern,Detroit East English,0,65
2026-08-28,Antwerp (OH),Edon (OH),12,35
2026-08-28,Armada,St Clair Shores Lakeview,28,14
2026-08-28,Auburn Hills Oakland Christian,Madison Heights Bishop Foley,0,35
2026-08-28,Bark River-Harris,Ishpeming Westwood,40,18
2026-08-28,Beal City,Ravenna,33,6
2026-08-28,Benton Harbor,Berrien Springs,6,51
2026-08-28,Bloomfield Hills Brother Rice,Macomb Dakota,30,20
2026-08-28,Bremen (IN),Bourbon Triton (IN),66,0
2026-08-28,Calumet,Houghton,14,7
2026-08-28,Cedar Springs,Zeeland West,20,46
2026-08-28,Charlevoix,East Jordan,36,30
2026-08-28,Cincinnati Moeller (OH),Grove Port Madison (OH),7,45
2026-08-28,Clare,Whitehall,48,22
2026-08-28,Clinton,Olivet,43,21
2026-08-28,Clyde (OH),Toledo Start (OH),33,6
2026-08-28,Columbus Harvest Prep (OH),Marion Local (OH),28,54
2026-08-28,Columbus St Francis de Sales (OH),Columbus Walnut Ridge (OH),41,6
2026-08-28,Dearborn Divine Child,Hudsonville Unity Christian,56,28
2026-08-28,Dearborn Fordson,West Bloomfield,14,13
2026-08-28,Dearborn Heights Annapolis,Ann Arbor Skyline,6,40
2026-08-28,Detroit Douglass,Melvindale,0,48
2026-08-28,Detroit Edison,Jackson Lumen Christi,21,39
2026-08-28,Detroit Lincoln-King,Detroit Cody,0,22
2026-08-28,Detroit Martin Luther King,Toledo Whitmer (OH),29,7
2026-08-28,Detroit Northwestern,Burton Bendle,0,60
2026-08-28,Detroit Renaissance,Grosse Pointe South,22,55
2026-08-28,Detroit U of D Jesuit,Detroit Denby,0,0
2026-08-28,Detroit University Prep,Detroit Osborn,34,2
2026-08-28,East Jackson,Reading,0,48
2026-08-28,Edgerton (OH),West Unity Hilltop (OH),28,36
2026-08-28,Edwardsburg,McBain,55,20
2026-08-28,Elkhart Jimtown (IN),Elkhart Concord (IN),13,48
2026-08-28,Erie Mason,Blissfield,6,48
2026-08-28,Flat Rock,Gladwin,29,53
2026-08-28,Grand Rapids South Christian,Grand Rapids Christian,35,14
2026-08-28,Grass Lake,Adrian Madison,34,43
2026-08-28,Hammond Morton (IN),Chesterton (IN),14,21
2026-08-28,Hanover-Horton,Hudson,6,56
2026-08-28,Harrison,LeRoy Pine River,46,14
2026-08-28,Hart,Reese,44,42
2026-08-28,Hillsdale,Jonesville,28,34
2026-08-28,Holland Christian,Allendale,14,0
2026-08-28,Holland Springfield (OH),Sylvania Northview (OH),41,7
2026-08-28,Ida,Redford Union,50,34
2026-08-28,Jackson Northwest,Kalamazoo Loy Norrix,30,33
2026-08-28,LaGrange Prairie Heights (IN),Buchanan,18,20
2026-08-28,Livonia Franklin,Berkley,42,0
2026-08-28,Loyal (WI),Neillsville (WI),41,7
2026-08-28,Lutheran Westland,Ann Arbor Father Gabriel Richard,14,68
2026-08-28,Manistee,Remus Chippewa Hills,20,42
2026-08-28,Manistique,St Helen Charlton Heston Academy,48,0
2026-08-28,Maple City Glen Lake,Mancelona,57,0
2026-08-28,Marine City Cardinal Mooney,International Academy of Flint,28,6
2026-08-28,Mason County Central,Lakeview,41,12
2026-08-28,Menominee,Marinette (WI),60,6
2026-08-28,Midland Bullock Creek,Sanford Meridian,0,34
2026-08-28,Milan,Redford Westfield Prep,47,12
2026-08-28,Montrose,Marshall,34,58
2026-08-28,Mount Clemens,Sterling Heights Parkway Christian,18,28
2026-08-28,Muskegon,Grandville,28,29
2026-08-28,Napoleon,Montague,46,35
2026-08-28,New Lenox Providence Catholic (IL),Chicago Kenwood Academy (IL),39,24
2026-08-28,Ogemaw Heights,Freeland,27,14
2026-08-28,Ottawa Lake Whiteford,Monroe St Mary Catholic Central,28,37
2026-08-28,Paulding (OH),Pioneer North Central (OH),46,0
2026-08-28,Pewamo-Westphalia,North Muskegon,17,9
2026-08-28,Pinckney,Owosso,42,20
2026-08-28,Plainwell,Dowagiac,32,18
2026-08-28,Plymouth,Monroe,40,28
2026-08-28,QuincyYouth Night,Vermontville Maple Valley,47,29
2026-08-28,Richmond,Marine City,13,20
2026-08-28,Royal Oak Shrine Catholic,Detroit Western,58,6
2026-08-28,Saginaw Michigan Lutheran Seminary,Fowler,41,56
2026-08-28,Saline,Rockford,39,12
2026-08-28,Shelby,White Cloud,54,6
2026-08-28,Springport,Bronson,35,14
2026-08-28,St Joseph,Niles,29,20
2026-08-28,Stevensville Lakeshore,Wayland,36,13
2026-08-28,Stockbridge,Leslie,30,57
2026-08-28,Temperance Bedford,Sterling Heights Stevenson,20,13
2026-08-28,Toledo Ottawa Hills (OH),Metamora Evergreen (OH),20,15
2026-08-28,Toledo St Francis De Sales (OH),Fort Wayne Bishop Dwenger (IN),0,35
2026-08-28,Toledo St John's Jesuit (OH),Whitehouse Anthony Wayne (OH),25,0
2026-08-28,Traverse City Central,Novi,55,22
2026-08-28,Union City,Homer,48,0
2026-08-28,Unionville-Sebewaing,Sandusky,30,16
2026-08-28,Wyoming Kelloggsville,Belding,20,60
2026-08-28,Ypsilanti Community,Riverview,21,30
2026-08-29,Milford,Birmingham Seaholm,30,13
2026-08-29,Mount Pleasant,Saginaw Heritage,23,13
2026-08-29,Romeo,Rochester Adams,17,10
2026-08-29,Eastpointe,Harper Woods Chandler Park,22,62
2026-08-29,Grand Rapids Catholic Central,Oak Park,24,12
2026-09-03,Adrian,Jackson Northwest,53,25
2026-09-03,Adrian Madison,Dundee,41,20
2026-09-03,Algonac,Hazel Park,38,21
2026-09-03,Ann Arbor Father Gabriel Richard,Whitmore Lake,53,12
2026-09-03,Ann Arbor Huron,Brownstown Woodhaven,20,34
2026-09-03,Armada,Almont,0,14
2026-09-03,Bark River-Harris,Gwinn,54,6
2026-09-03,Bath,Galesburg-Augusta,3,44
2026-09-03,Battle Creek Central,Lansing Everett,31,26
2026-09-03,Battle Creek Lakeview,Grand Ledge,14,35
2026-09-03,Bay City Central,Flint Kearsley,34,13
2026-09-03,Bay City John Glenn,Essexville Garber,35,7
2026-09-03,Belding,Holland,55,35
2026-09-03,Belleville,Howell,31,41
2026-09-03,Benton Harbor,Lake Odessa Lakewood,6,52
2026-09-03,Berkley,Birmingham Groves,6,49
2026-09-03,Birch Run,Ovid-Elsie,31,21
2026-09-03,Blissfield,Clinton,6,44
2026-09-03,Bloomfield Hills Cranbrook Kingswood,Detroit Loyola,39,0
2026-09-03,Brighton,Wayne Memorial,59,0
2026-09-03,Bronson,Stockbridge,59,6
2026-09-03,Byron Center,East Kentwood,14,42
2026-09-03,Cadillac,Alpena,34,21
2026-09-03,Caledonia,Windsor Holy Names (CN),57,7
2026-09-03,Carleton Airport,Monroe Jefferson,13,32
2026-09-03,Caro,Harbor Beach,28,6
2026-09-03,Carson City-Crystal,Sand Creek,8,50
2026-09-03,Cassopolis,White Pigeon,60,0
2026-09-03,Chelsea,Jackson,56,27
2026-09-03,Chesaning,Otisville LakeVille Memorial,44,40
2026-09-03,Clare,Sparta,7,45
2026-09-03,Clio,Lansing Eastern,36,20
2026-09-03,Coldwater (V),Richland Gull Lake (BV),1,0
2026-09-03,Coloma,Lawton,0,18
2026-09-03,Comstock,Saugatuck,22,26
2026-09-03,Comstock Park,Hopkins,6,39
2026-09-03,Coopersville,Grand Rapids West Catholic,41,21
2026-09-03,Corunna,Fowlerville,13,32
2026-09-03,Croswell-Lexington,Macomb Lutheran North,20,27
2026-09-03,Dearborn,Dearborn Heights Crestwood,28,14
2026-09-03,Dearborn Fordson,Plymouth,21,20
2026-09-03,Dearborn Heights Robichaud,Dearborn Heights Annapolis,52,12
2026-09-03,Decatur,Centreville,20,0
2026-09-03,Detroit Osborn,Perry,6,38
2026-09-03,Detroit Southeastern,Detroit Lincoln-King,50,14
2026-09-03,Detroit U of D Jesuit,Detroit Mumford,20,14
2026-09-03,Dowagiac,Three Rivers,14,37
2026-09-03,East Grand Rapids,Grand Rapids South Christian,19,42
2026-09-03,East Jackson,Quincy,0,39
2026-09-03,Eastpointe,St Clair,0,41
2026-09-03,Eaton Rapids,Charlotte,0,34
2026-09-03,Erie Mason,Melvindale Academy for Business & Tech,76,26
2026-09-03,Evart,Houghton Lake,46,8
2026-09-03,Farmington,Walled Lake Northern,28,7
2026-09-03,Ferndale,Harper Woods,12,48
2026-09-03,Flint Hamady,Detroit Denby,14,48
2026-09-03,Flint New Standard Academy,Genesee,34,0
2026-09-03,Flint Powers Catholic,Detroit East English,20,26
2026-09-03,Fowler,Lake City,49,0
2026-09-03,Frankenmuth,Alma,52,25
2026-09-03,Fremont,Whitehall,32,19
2026-09-03,Garden City,Melvindale,39,6
2026-09-03,Gaylord,Escanaba,35,25
2026-09-03,Gibraltar Carlson,Dearborn Edsel Ford,52,14
2026-09-03,Gladwin,Spring Lake,6,43
2026-09-03,Gobles,Hartford,22,26
2026-09-03,Goodrich,Lapeer,42,0
2026-09-03,Grand Blanc,Flint Carman-Ainsworth,48,0
2026-09-03,Grand Rapids Kenowa Hills,Big Rapids,45,7
2026-09-03,Grand Rapids NorthPointe Christian,Grandville Calvin Christian,31,28
2026-09-03,Grand Rapids Union,Okemos,0,21
2026-09-03,Grandville,Detroit Cass Tech,21,48
2026-09-03,Grass Lake,Napoleon,22,62
2026-09-03,Grayling,Elk Rapids,14,28
2026-09-03,Greenville,Ada Forest Hills Eastern,6,44
2026-09-03,Grosse Pointe North,Warren Cousino,38,0
2026-09-03,Grosse Pointe South,Roseville,40,0
2026-09-03,Hancock,West Iron County,58,0
2026-09-03,Harrison Township L'Anse Creuse,Madison Heights Lamphere,0,36
2026-09-03,Hart,Montague,30,20
2026-09-03,Hartland,Westland John Glenn,57,6
2026-09-03,Haslett,Fenton,20,27
2026-09-03,Hemlock,Midland Bullock Creek,0,20
2026-09-03,Holland West Ottawa,Mattawan,53,12
2026-09-03,Homer,Springport,12,41
2026-09-03,Hudsonville,East Lansing,49,0
2026-09-03,Hudsonville Unity Christian,Hammond Morton (IN),53,30
2026-09-03,Ida,Hillsdale,44,33
2026-09-03,International Academy of Flint,Flint Beecher,36,6
2026-09-03,Ithaca,Allen Park Cabrini,54,0
2026-09-03,Jenison,Grand Rapids Forest Hills Northern,34,31
2026-09-03,Kalamazoo Central,Detroit Renaissance,54,12
2026-09-03,Kalamazoo Hackett Catholic Prep,Allegan,52,0
2026-09-03,Kalamazoo Loy Norrix,Grand Rapids Ottawa Hills,41,18
2026-09-03,Kalkaska,Saginaw Valley Lutheran,0,35
2026-09-03,Kent City,Grant,42,27
2026-09-03,Kingsford,Houghton,34,6
2026-09-03,Lake Fenton,Dearborn Divine Child,7,42
2026-09-03,Lake Orion,Bloomfield Hills,44,3
2026-09-03,Lakeview,Farwell,17,14
2026-09-03,Lansing Waverly,Marshall,16,30
2026-09-03,LeRoy Pine River,McBain,6,51
2026-09-03,Leslie,Jonesville,62,64
2026-09-03,Lincoln Park,Southgate Anderson,44,34
2026-09-03,Linden,Bay City Western,20,3
2026-09-03,Livonia Clarenceville,Center Line Prep Academy,1,0
2026-09-03,Livonia Stevenson,South Lyon East,3,38
2026-09-03,Ludington,Muskegon Orchard View,22,14
2026-09-03,Madison Heights Bishop Foley,Mount Pleasant Sacred Heart,0,21
2026-09-03,Madison Heights Madison,Clinton Township Clintondale,48,8
2026-09-03,Manchester,Addison,44,0
2026-09-03,Manistee,Hesperia,56,7
2026-09-03,Manistique,L'Anse,22,36
2026-09-03,Manton,Beal City,0,35
2026-09-03,Maple City Glen Lake,Harbor Springs,27,18
2026-09-03,Marine City,Warren Woods Tower,69,24
2026-09-03,Marquette,Menominee,19,49
2026-09-03,Mason,DeWitt,30,17
2026-09-03,Michigan Center,Brooklyn Columbia Central,14,34
2026-09-03,Middleville Thornapple Kellogg,Hamilton,49,19
2026-09-03,Midland Dow,Saginaw Heritage,30,32
2026-09-03,Milan,Riverview,15,46
2026-09-03,Mount Pleasant,Saginaw United,39,26
2026-09-03,Mt Morris,Montrose,0,60
2026-09-03,Muskegon Catholic Central,Frankfort,0,48
2026-09-03,Muskegon Mona Shores,Portage Northern,33,0
2026-09-03,Muskegon Oakridge,Ravenna,27,28
2026-09-03,Muskegon Reeths-Puffer,Grand Haven,14,17
2026-09-03,New Boston Huron,Grosse Ile,47,30
2026-09-03,New Lothrop,Durand,23,14
2026-09-03,North Branch,Yale,34,14
2026-09-03,North Farmington,White Lake Lakeland,54,26
2026-09-03,Olivet,Lansing Catholic,54,12
2026-09-03,Onsted,Hudson,6,54
2026-09-03,Oscoda,East Jordan,6,42
2026-09-03,Paw Paw,Parma Western,42,7
2026-09-03,Pinconning,Flint Southwestern,26,0
2026-09-03,Pontiac Notre Dame Prep,Holly,7,42
2026-09-03,Portage Central,Grand Rapids Forest Hills Central,42,21
2026-09-03,Portland,Lansing Sexton,28,13
2026-09-03,Reading,Union City,8,41
2026-09-03,Reed City,Allendale,41,32
2026-09-03,Remus Chippewa Hills,Morley Stanwood,53,8
2026-09-03,Rochester,Rochester Adams,19,21
2026-09-03,Rochester Hills Lutheran Northwest,Royal Oak Shrine Catholic,14,38
2026-09-03,Royal Oak,Birmingham Seaholm,7,50
2026-09-03,Saginaw Nouvel Catholic Central,Clarkston Everest Collegiate,7,41
2026-09-03,Salem,Novi,26,14
2026-09-03,Sandusky,Reese,38,14
2026-09-03,Sanford Meridian,Howard City Tri County,48,14
2026-09-03,Schoolcraft,Delton Kellogg,42,7
2026-09-03,Shelby,Mason County Central,20,41
2026-09-03,Shepherd,Ortonville Brandon,42,28
2026-09-03,South Haven,Parchment,0,10
2026-09-03,South Lyon,Livonia Churchill,49,14
2026-09-03,St Clair Shores Lake Shore,Macomb L'Anse Creuse North,7,47
2026-09-03,St Clair Shores Lakeview,Clinton Township Chippewa Valley,42,21
2026-09-03,St Clair Shores South Lake,New Haven,28,34
2026-09-03,St Johns,Ionia,35,6
2026-09-03,Standish-Sterling,Kingsley,0,59
2026-09-03,Swartz Creek,Holt,20,22
2026-09-03,Tawas,Mancelona,46,6
2026-09-03,Taylor,Allen Park,26,46
2026-09-03,Traverse City Central,Redford Thurston,28,14
2026-09-03,Trenton,Wyandotte Roosevelt,21,35
2026-09-03,Troy Athens,Oxford,17,49
2026-09-03,Unionville-Sebewaing,Millington,14,19
2026-09-03,Utica,Sterling Heights Stevenson,16,12
2026-09-03,Utica Ford,Sterling Heights,59,0
2026-09-03,Vandercook Lake,Hanover-Horton,21,43
2026-09-03,Vassar,Cass City,30,33
2026-09-03,Vermontville Maple Valley,Saranac,14,15
2026-09-03,Vicksburg,Grand Rapids Northview,22,7
2026-09-03,Walled Lake Central,Milford,0,59
2026-09-03,Walled Lake Western,Livonia Franklin,58,7
2026-09-03,Warren De La Salle Collegiate,Windsor Sandwich (CN),1,0
2026-09-03,Warren Fitzgerald,Fraser,41,0
2026-09-03,Warren Lincoln,Detroit Central,0,38
2026-09-03,Warren Mott,Utica Eisenhower,20,70
2026-09-03,Waterford Mott,Auburn Hills Avondale,35,14
2026-09-03,Waterford Our Lady of the Lakes,Lutheran Westland,14,20
2026-09-03,Watervliet,Constantine,20,70
2026-09-03,Wayland,Holland Christian,14,33
2026-09-03,West Bloomfield,Troy,33,21
2026-09-03,White Cloud,Harrison,0,44
2026-09-03,Williamston,Hastings,21,50
2026-09-03,Wyoming Godwin Heights,Fruitport,16,27
2026-09-03,Wyoming Kelloggsville,Laingsburg,28,20
2026-09-03,Zeeland East,Flushing,29,21
2026-09-04,Ann Arbor Skyline,Saline,0,59
2026-09-04,Antwerp (OH),West Unity Hilltop (OH),48,12
2026-09-04,Battle Creek Harper Creek,Cedar Springs,19,0
2026-09-04,Berrien Springs,Otsego,56,14
2026-09-04,Bloomfield Hills Brother Rice,River Rouge,42,6
2026-09-04,Boone Grove (IN),Bremen (IN),,
2026-09-04,Carrollton,Bridgeport,53,0
2026-09-04,Center Line,Clawson,0,7
2026-09-04,Charlevoix,Boyne City,28,12
2026-09-04,Chesterton (IN),Michigan City (IN),,
2026-09-04,Clyde (OH),Ashland (OH),,
2026-09-04,Columbus Harvest Prep (OH),Jackson Lumen Christi,22,43
2026-09-04,Columbus St Francis de Sales (OH),Columbus East (OH),,
2026-09-04,Cuyahoga Heights (OH),Pioneer North Central (OH),36,7
2026-09-04,Detroit Catholic Central,Davison,56,14
2026-09-04,Detroit Cody,Detroit University Prep,52,0
2026-09-04,Detroit Communication Media Arts,Detroit Western,46,6
2026-09-04,Detroit Community,Detroit Douglass,59,0
2026-09-04,Detroit Edison,Warren Michigan Collegiate,30,18
2026-09-04,Detroit Northwestern,Petersburg Summerfield,0,40
2026-09-04,Detroit Old Redford,Ecorse,0,1
2026-09-04,Detroit University Prep Science & Math,Detroit Henry Ford,,
2026-09-04,Dexter,Monroe,21,7
2026-09-04,Edgerton (OH),Montpelier (OH),14,33
2026-09-04,Edon (OH),Hicksville (OH),50,6
2026-09-04,Edwardsburg,Elkhart Jimtown (IN),55,12
2026-09-04,Grosse Pointe Woods University Liggett,Mount Clemens,2,14
2026-09-04,Hamtramck,Detroit Voyageur College Prep,6,41
2026-09-04,Harper Woods Chandler Park,Romulus Summit Academy North,0,42
2026-09-04,Iron Mountain,North Muskegon,14,19
2026-09-04,LaGrange Prairie Heights (IN),LaGrange Lakeland (IN),,
2026-09-04,Louisville Trinity (KY),Cincinnati Moeller (OH),,
2026-09-04,Macomb Dakota,New Baltimore Anchor Bay,24,7
2026-09-04,Marine City Cardinal Mooney,Auburn Hills Oakland Christian,35,0
2026-09-04,Marinette (WI),Brussels Southern Door (WI),,
2026-09-04,Monroe St Mary Catholic Central,Flat Rock,29,19
2026-09-04,Negaunee,Gladstone,42,6
2026-09-04,Neillsville (WI),Elk Mound (WI),,
2026-09-04,Niles,Stevensville Lakeshore,16,21
2026-09-04,Niles Brandywine,Buchanan,0,48
2026-09-04,Oak Park,Waterford Kettering,48,0
2026-09-04,Orchard Lake St Mary's,Detroit Martin Luther King,42,44
2026-09-04,Ottawa Lake Whiteford,Pewamo-Westphalia,0,35
2026-09-04,Owosso,Aurora St Andrews (CN),7,49
2026-09-04,Peshtigo (WI),Sturgeon Bay (WI),,
2026-09-04,Petoskey,Sault Ste Marie,52,8
2026-09-04,Pinckney,Tecumseh,15,42
2026-09-04,Port Huron,Marysville,35,8
2026-09-04,Redford Union,Romulus,14,0
2026-09-04,Redford Westfield Prep,Detroit Country Day,,
2026-09-04,Rockford,Muskegon,42,6
