date,home,away,home_score,away_score
2026-09-18,Whitmore Lake,Rochester Hills Lutheran Northwest,,
2026-09-18,Williamston,St Johns,,
2026-09-18,Wyandotte Roosevelt,Southgate Anderson,,
2026-09-18,Wyoming Godwin Heights,Grand Rapids NorthPointe Christian,,
2026-09-18,Ypsilanti Community,Jackson,,
2026-09-18,Zeeland West,Wyoming,,
2026-09-19,Aurora St Andrews (CN),Buffalo St Joseph's Collegiate (NY),,
2026-09-19,Dearborn Fordson,Dearborn,,
2026-09-19,Marquette,Cadillac,,
2026-09-19,New Market Huron Heights (CN),Toronto Michael Powers St Joseph (CN),,
2026-09-19,Phalen Leadership Academy (IN),Hammond Morton (IN),,
2026-09-19,Redford Union,Redford Thurston,,
2026-09-19,Warren Woods Tower,Livonia Clarenceville,,
2026-09-22,New Market Huron Heights (CN),Toronto Chaminade (CN),,
2026-09-24,Carson City-Crystal,Vestaburg,,
2026-09-24,Detroit Central,Detroit Osborn,,
2026-09-24,Detroit Communication Media Arts,Detroit Cody,,
2026-09-24,Detroit Denby,Detroit Northwestern,,
2026-09-24,Detroit Pershing,Detroit Douglass,,
2026-09-24,Hoopa Valley (CA),Eureka St. Bernard (CA),,
2026-09-24,Southfield Bradford Academy,Redford Westfield Prep,,
2026-09-24,Windsor Holy Names (CN),Windsor Sandwich (CN),,
2026-09-25,Addison,Napoleon,,
2026-09-25,Adrian,Ypsilanti Lincoln,,
2026-09-25,Adrian Madison,Ida,,
2026-09-25,Allen Park,Lincoln Park,,
2026-09-25,Alma,Saginaw Swan Valley,,
2026-09-25,Alpena,Flint Powers Catholic,,
2026-09-25,Ann Arbor Father Gabriel Richard,Dearborn Divine Child,,
2026-09-25,Ann Arbor Huron,Ann Arbor Pioneer,,
2026-09-25,Battle Creek Central,St Joseph,,
2026-09-25,Battle Creek Harper Creek,Battle Creek Pennfield,,
2026-09-25,Battle Creek Lakeview,Portage Northern,,
2026-09-25,Bay City Central,Mount Pleasant,,
2026-09-25,Beal City,Houghton Lake,,
2026-09-25,Benton Harbor,Auburn Hills Oakland Christian,,
2026-09-25,Benzie Central,Harbor Springs,,
2026-09-25,Berkley,Waterford Kettering,,
2026-09-25,Big Rapids,Remus Chippewa Hills,,
2026-09-25,Birmingham Groves,Harper Woods,,
2026-09-25,Bloomfield Hills,West Bloomfield,,
2026-09-25,Bloomfield Hills Brother Rice,Orchard Lake St Mary's,,
2026-09-25,Bridgeport,Essexville Garber,,
2026-09-25,Brighton,Dearborn Heights Crestwood,,
2026-09-25,Bronson,Buchanan,,
2026-09-25,Brownstown Woodhaven,Wyandotte Roosevelt,,
2026-09-25,Byron Center,Muskegon,,
2026-09-25,Cadillac,Petoskey,,
2026-09-25,Caledonia,Hudsonville,,
2026-09-25,Calumet,Kingsford,,
2026-09-25,Canton,Belleville,,
2026-09-25,Carleton Airport,Monroe St Mary Catholic Central,,
2026-09-25,Carrollton,Ithaca,,
2026-09-25,Cass City,Millington,,
2026-09-25,Cassopolis,Hartford,,
2026-09-25,Center Line,Hazel Park,,
2026-09-25,Central Montcalm,Mason County Central,,
2026-09-25,Centreville,Galesburg-Augusta,,
2026-09-25,Charlevoix,McBain,,
2026-09-25,Charlotte,Lansing Sexton,,
2026-09-25,Chelsea,Dexter,,
2026-09-25,Chesaning,Birch Run,,
2026-09-25,Cincinnati La Salle (OH),Cincinnati Moeller (OH),,
2026-09-25,Clarkston,Oxford,,
2026-09-25,Clawson,Eastpointe,,
2026-09-25,Clio,Goodrich,,
2026-09-25,Clyde (OH),Sandusky Perkins (OH),,
2026-09-25,Coldwater,Jackson Northwest,,
2026-09-25,Coloma,Schoolcraft,,
2026-09-25,Columbus Harvest Prep (OH),St. Bernard Roger Bacon (OH),,
2026-09-25,Columbus St Francis de Sales (OH),Columbus Bishop Watterson (OH),,
2026-09-25,Comstock Park,Berrien Springs,,
2026-09-25,Corunna,Owosso,,
2026-09-25,Croswell-Lexington,Armada,,
2026-09-25,Dearborn,Westland John Glenn,,
2026-09-25,Dearborn Fordson,Salem,,
2026-09-25,Decatur,Comstock,,
2026-09-25,Delton Kellogg,Allegan,,
2026-09-25,Detroit Cass Tech,Detroit Martin Luther King,,
2026-09-25,Detroit Community,Melvindale Academy for Business & Tech,,
2026-09-25,Detroit Edison,Detroit Voyageur College Prep,,
2026-09-25,Detroit Henry Ford,Detroit East English,,
2026-09-25,Detroit Leadership Academy,Arts & Technology Academy of Pontiac,,
2026-09-25,Detroit Lincoln-King,Pontiac Notre Dame Prep,,
2026-09-25,Detroit Loyola,Grosse Pointe Woods University Liggett,,
2026-09-25,Detroit Mumford,Detroit Western,,
2026-09-25,Detroit Renaissance,Detroit Southeastern,,
2026-09-25,Detroit U of D Jesuit,Detroit Country Day,,
2026-09-25,Dowagiac,Niles Brandywine,,
2026-09-25,Dundee,Hudson,,
2026-09-25,East Grand Rapids,Grand Rapids Catholic Central,,
2026-09-25,East Kentwood,Jenison,,
2026-09-25,Eaton Rapids,Lansing Catholic,,
2026-09-25,Elk Rapids,Kingsley,,
2026-09-25,Elkhart Jimtown (IN),Akron Tippecanoe Valley (IN),,
2026-09-25,Elkton-Pigeon-Bay Port Laker,Caro,,
2026-09-25,Erie Mason,West Unity Hilltop (OH),,
2026-09-25,Evart,LeRoy Pine River,,
2026-09-25,Farmington,Livonia Stevenson,,
2026-09-25,Farwell,Beaverton,,
2026-09-25,Fenton,Holly,,
2026-09-25,Ferndale,Auburn Hills Avondale,,
2026-09-25,Flint Beecher,Flint Southwestern,,
2026-09-25,Flint Carman-Ainsworth,Bay City Western,,
2026-09-25,Flint Hamady,Burton Bendle,,
2026-09-25,Flint Kearsley,Swartz Creek,,
2026-09-25,Flushing,Linden,,
2026-09-25,Fowlerville,Lansing Eastern,,
2026-09-25,Fraser,Utica Ford,,
2026-09-25,Freeland,Frankenmuth,,
2026-09-25,Fruitport,Wyoming Kelloggsville,,
2026-09-25,Garden City,Zeeland East,,
2026-09-25,Gaylord,Sault Ste Marie,,
2026-09-25,Genesee,Burton Atherton,,
2026-09-25,Gladstone,Ishpeming Westwood,,
2026-09-25,Gladwin,Clare,,
2026-09-25,Grand Blanc,River Rouge,,
2026-09-25,Grand Ledge,Holt,,
2026-09-25,Grand Rapids Kenowa Hills,Allendale,,
2026-09-25,Grand Rapids NorthPointe Christian,Belding,,
2026-09-25,Grand Rapids Northview,Holland Christian,,
2026-09-25,Grand Rapids South Christian,Zeeland West,,
2026-09-25,Grand Rapids Union,Grand Rapids Forest Hills Northern,,
2026-09-25,Grand Rapids West Catholic,Hamilton,,
2026-09-25,Grandville,Holland West Ottawa,,
2026-09-25,Grayling,Boyne City,,
2026-09-25,Greenville,Cedar Springs,,
2026-09-25,Hamilton St Thomas More (CN),Hamilton St. John Henry Newman (CN),,
2026-09-25,Hanover-Horton,Brooklyn Columbia Central,,
2026-09-25,Harbor Beach,Sandusky,,
2026-09-25,Harper Woods Chandler Park,Hamtramck,,
2026-09-25,Harrison,St Louis,,
2026-09-25,Hart,Muskegon Orchard View,,
2026-09-25,Hastings,Parma Western,,
2026-09-25,Hesperia,North Muskegon,,
2026-09-25,Hillsdale,Clinton,,
2026-09-25,Holland,Grandville Calvin Christian,,
2026-09-25,Homer,Quincy,,
2026-09-25,Hopkins,Wyoming Godwin Heights,,
2026-09-25,Howard City Tri County,Reed City,,
2026-09-25,Hudsonville Unity Christian,Detroit University Prep Science & Math,,
2026-09-25,Imlay City,Almont,,
2026-09-25,Jackson Lumen Christi,Toledo Central Catholic (OH),,
2026-09-25,Jonesville,Manchester,,
2026-09-25,Kalamazoo Hackett Catholic Prep,Parchment,,
2026-09-25,Kalamazoo Loy Norrix,Portage Central,,
2026-09-25,Kalkaska,Oscoda,,
2026-09-25,L'Anse,Gwinn,,
2026-09-25,LaGrange Prairie Heights (IN),Fremont (IN),,
2026-09-25,Lake City,Manton,,
2026-09-25,Lake Odessa Lakewood,Portland,,
2026-09-25,Lake Orion,Rochester Adams,,
2026-09-25,Lakeview,Kent City,,
2026-09-25,Lansing Waverly,Lansing Everett,,
2026-09-25,Leslie,Grass Lake,,
2026-09-25,Livonia Churchill,Milford,,
2026-09-25,Livonia Clarenceville,Detroit University Prep,,
2026-09-25,Lowell,Coopersville,,
2026-09-25,Lutheran Westland,Whitmore Lake,,
2026-09-25,Madison Heights Bishop Foley,Allen Park Cabrini,,
2026-09-25,Mancelona,Frankfort,,
2026-09-25,Manistee,Fremont,,
2026-09-25,Manistique,Iron Mountain,,
2026-09-25,Maple City Glen Lake,Johannesburg-Lewiston,,
2026-09-25,Marinette (WI),Oconto (WI),,
2026-09-25,Marquette,Escanaba,,
2026-09-25,Marysville,Madison Heights Lamphere,,
2026-09-25,Mattawan,Stevensville Lakeshore,,
2026-09-25,Melvindale,Romulus,,
2026-09-25,Menominee,Houghton,,
2026-09-25,Michigan City (IN),St John Lake Central (IN),,
2026-09-25,Middleville Thornapple Kellogg,Grand Rapids Ottawa Hills,,
2026-09-25,Midland,Traverse City West,,
2026-09-25,Midland Bullock Creek,Standish-Sterling,,
2026-09-25,Milan,Grosse Ile,,
2026-09-25,Mondovi (WI),Neillsville (WI),,
2026-09-25,Monroe Jefferson,Flat Rock,,
2026-09-25,Montrose,Otisville LakeVille Memorial,,
2026-09-25,Mount Pleasant Sacred Heart,Traverse City St Francis,,
2026-09-25,Muskegon Catholic Central,Clarkston Everest Collegiate,,
2026-09-25,Muskegon Oakridge,Ludington,,
2026-09-25,Muskegon Reeths-Puffer,Muskegon Mona Shores,,
2026-09-25,Negaunee,Hancock,,
2026-09-25,New Haven,Madison Heights Madison,,
2026-09-25,New Lothrop,Mt Morris,,
2026-09-25,Newaygo,Grant,,
2026-09-25,Niles,Sturgis,,
2026-09-25,North Branch,Macomb Lutheran North,,
2026-09-25,North Farmington,South Lyon,,
2026-09-25,Novi,Hartland,,
2026-09-25,Oak Park,Birmingham Seaholm,,
2026-09-25,Okemos,East Lansing,,
2026-09-25,Olivet,Ionia,,
2026-09-25,Onsted,Blissfield,,
2026-09-25,Ortonville Brandon,Lake Fenton,,
2026-09-25,Otsego,Edwardsburg,,
2026-09-25,Ottawa Lake Whiteford,Montpelier (OH),,
2026-09-25,Ovid-Elsie,Durand,,
2026-09-25,Paw Paw,Plainwell,,
2026-09-25,Perry,Bath,,
2026-09-25,Petersburg Summerfield,Pioneer North Central (OH),,
2026-09-25,Pewamo-Westphalia,Laingsburg,,
2026-09-25,Pinconning,Sanford Meridian,,
2026-09-25,Plymouth,Northville,,
2026-09-25,Port Huron,Harrison Township L'Anse Creuse,,
2026-09-25,Ravenna,Shelby,,
2026-09-25,Reading,Vermontville Maple Valley,,
2026-09-25,Redford Thurston,Dearborn Heights Robichaud,,
2026-09-25,Redford Union,Dearborn Heights Annapolis,,
2026-09-25,Reese,Unionville-Sebewaing,,
2026-09-25,Riverview,New Boston Huron,,
2026-09-25,Rochester,Troy,,
2026-09-25,Rockford,Grand Haven,,
2026-09-25,Romeo,Grosse Pointe South,,
2026-09-25,Roseville,Port Huron Northern,,
2026-09-25,Royal Oak,Pontiac,,
2026-09-25,Royal Oak Shrine Catholic,Mount Clemens,,
2026-09-25,Saginaw Heritage,Lapeer,,
2026-09-25,Saginaw Michigan Lutheran Seminary,Saginaw Nouvel Catholic Central,,
2026-09-25,Saginaw United,Davison,,
2026-09-25,Saginaw Valley Lutheran,Hemlock,,
2026-09-25,Saline,Monroe,,
2026-09-25,Sand Creek,Edon (OH),,
2026-09-25,Saranac,Fowler,,
2026-09-25,Saugatuck,Gobles,,
2026-09-25,Shepherd,Ogemaw Heights,,
2026-09-25,South Haven,Constantine,,
2026-09-25,South Lyon East,Livonia Franklin,,
2026-09-25,Southfield Arts & Technology,Waterford Mott,,
2026-09-25,Southgate Anderson,Dearborn Edsel Ford,,
2026-09-25,Sparta,Marshall,,
2026-09-25,Spring Lake,Grand Rapids Christian,,
2026-09-25,Springport,East Jackson,,
2026-09-25,St Clair,Marine City,,
2026-09-25,St Clair Shores Lake Shore,Grosse Pointe North,,
2026-09-25,St Clair Shores Lakeview,Utica,,
2026-09-25,St Clair Shores South Lake,Bay City John Glenn,,
2026-09-25,St Johns,Mason,,
2026-09-25,Sterling (IL),Hammond Morton (IN),,
2026-09-25,Sterling Heights,Warren Fitzgerald,,
2026-09-25,Sterling Heights Parkway Christian,Rochester Hills Lutheran Northwest,,
2026-09-25,Sterling Heights Stevenson,Clinton Township Chippewa Valley,,
2026-09-25,Tawas,East Jordan,,
2026-09-25,Taylor,Gibraltar Carlson,,
2026-09-25,Tecumseh,Jackson,,
2026-09-25,Temperance Bedford,Ann Arbor Skyline,,
2026-09-25,Toledo St Francis De Sales (OH),Warren De La Salle Collegiate,,
2026-09-25,Toledo St John's Jesuit (OH),Detroit Catholic Central,,
2026-09-25,Traverse City Central,Midland Dow,,
2026-09-25,Trenton,DeWitt,,
2026-09-25,Troy Athens,Rochester Hills Stoney Creek,,
2026-09-25,Union City,Stockbridge,,
2026-09-25,Utica Eisenhower,Macomb Dakota,,
2026-09-25,Vandercook Lake,Michigan Center,,
2026-09-25,Vassar,Ubly,,
2026-09-25,Vicksburg,Three Rivers,,
2026-09-25,Walkterton John Glenn (IN),Bremen (IN),,
2026-09-25,Walled Lake Northern,Walled Lake Central,,
2026-09-25,Walled Lake Western,White Lake Lakeland,,
2026-09-25,Warren Cousino,Macomb L'Anse Creuse North,,
2026-09-25,Warren Lincoln,Algonac,,
2026-09-25,Warren Mott,New Baltimore Anchor Bay,,
2026-09-25,Warren Woods Tower,Clinton Township Clintondale,,
2026-09-25,Watervliet,Lawton,,
2026-09-25,Wayland,Ada Forest Hills Eastern,,
2026-09-25,Wayne Memorial,Howell,,
2026-09-25,West Iron County,Bark River-Harris,,
2026-09-25,Westmont (IL),Melrose Park Walther Christian (IL),,
2026-09-25,White Cloud,Morley Stanwood,,
2026-09-25,Whitehall,Montague,,
2026-09-25,Whitehouse Anthony Wayne (OH),Toledo Whitmer (OH),,
2026-09-25,Williamston,Haslett,,
2026-09-25,Wyoming,Grand Rapids Forest Hills Central,,
2026-09-25,Yale,Richmond,,
2026-09-25,Ypsilanti Community,Pinckney,,
2026-09-26,Chicago Kenwood Academy (IL),Chicago Amundsen (IL),,
2026-09-26,Flint New Standard Academy,International Academy of Flint,,
2026-09-26,Marine City Cardinal Mooney,Waterford Our Lady of the Lakes,,
2026-09-26,New Market Huron Heights (CN),Woodbridge College (ON),,
2026-09-26,Romulus Summit Academy North,Ecorse,,
2026-09-26,Toronto Upper Canada College (CN),Aurora St Andrews (CN),,
2026-10-01,Columbus Harvest Prep (OH),Columbus Centennial (OH),,
2026-10-01,Detroit Central,Detroit Northwestern,,
2026-10-01,Detroit Denby,Detroit Osborn,,
2026-10-01,Detroit Douglass,Detroit Communication Media Arts,,
2026-10-01,Detroit Pershing,Detroit Cody,,
2026-10-01,Windsor Holy Names (CN),Belle River St. Anne Catholic (CN),,
2026-10-02,Ada Forest Hills Eastern,Grand Rapids Christian,,
2026-10-02,Algonac,New Haven,,
2026-10-02,Allegan,Constantine,,
2026-10-02,Allen Park,Flint Hamady,,
2026-10-02,Allen Park Cabrini,Waterford Our Lady of the Lakes,,
2026-10-02,Allendale,Greenville,,
2026-10-02,Almont,North Branch,,
2026-10-02,Alpena,Marquette,,
2026-10-02,Ann Arbor Father Gabriel Richard,Bloomfield Hills Cranbrook Kingswood,,
2026-10-02,Ann Arbor Pioneer,Ann Arbor Skyline,,
2026-10-02,Armada,Imlay City,,
2026-10-02,Arts & Technology Academy of Pontiac,Melvindale Academy for Business & Tech,,
2026-10-02,Auburn Hills Avondale,Waterford Kettering,,
2026-10-02,Auburn Hills Oakland Christian,Sterling Heights Parkway Christian,,
2026-10-02,Bark River-Harris,L'Anse,,
2026-10-02,Battle Creek Harper Creek,Coldwater,,
2026-10-02,Battle Creek Pennfield,Hastings,,
2026-10-02,Bay City Central,Saginaw United,,
2026-10-02,Beaverton,Pinconning,,
2026-10-02,Belding,Hopkins,,
2026-10-02,Belleville,Novi,,
2026-10-02,Berkley,Royal Oak,,
2026-10-02,Berrien Springs,Dowagiac,,
2026-10-02,Big Rapids,Grant,,
2026-10-02,Birmingham Seaholm,Southfield Arts & Technology,,
2026-10-02,Blissfield,Adrian Madison,,
2026-10-02,Bloomfield Hills Brother Rice,Toledo St Francis De Sales (OH),,
2026-10-02,Boyne City,Elk Rapids,,
2026-10-02,Bridgeport,Bay City John Glenn,,
2026-10-02,Bronson,Vermontville Maple Valley,,
2026-10-02,Brooklyn Columbia Central,Addison,,
2026-10-02,Buchanan,Bremen (IN),,
2026-10-02,Canton,Salem,,
2026-10-02,Caro,Cass City,,
2026-10-02,Carson City-Crystal,Muskegon Catholic Central,,
2026-10-02,Cedar Springs,Grand Rapids Kenowa Hills,,
2026-10-02,Charlevoix,Grayling,,
2026-10-02,Chelsea,Ypsilanti Community,,
2026-10-02,Cincinnati Moeller (OH),Cincinnati Elder (OH),,
2026-10-02,Clarkston,West Bloomfield,,
2026-10-02,Clinton Township Clintondale,St Clair Shores South Lake,,
2026-10-02,Clyde (OH),Milan Edison (OH),,
2026-10-02,Columbus St Francis de Sales (OH),Bloom-Carroll (OH),,
2026-10-02,Comstock,Cassopolis,,
2026-10-02,Corunna,Lake Fenton,,
2026-10-02,Davison,River Rouge,,
2026-10-02,Dearborn,Brighton,,
2026-10-02,Dearborn Divine Child,Toledo St John's Jesuit (OH),,
2026-10-02,Dearborn Edsel Ford,Brownstown Woodhaven,,
2026-10-02,Dearborn Heights Annapolis,Flint Powers Catholic,,
2026-10-02,Detroit Cass Tech,Detroit Western,,
2026-10-02,Detroit Community,Southfield Bradford Academy,,
2026-10-02,Detroit Country Day,Detroit Loyola,,
2026-10-02,Detroit East English,Detroit Martin Luther King,,
2026-10-02,Detroit Leadership Academy,Redford Westfield Prep,,
2026-10-02,Detroit Lincoln-King,Grosse Pointe Woods University Liggett,,
2026-10-02,Detroit Mumford,Detroit Renaissance,,
2026-10-02,Detroit Southeastern,Detroit Henry Ford,,
2026-10-02,Detroit University Prep Science & Math,Detroit University Prep,,
2026-10-02,Dexter,Temperance Bedford,,
2026-10-02,Durand,Montrose,,
2026-10-02,East Grand Rapids,Grand Rapids Northview,,
2026-10-02,East Jackson,Union City,,
2026-10-02,East Jordan,Benzie Central,,
2026-10-02,East Kentwood,Rockford,,
2026-10-02,East Lansing,DeWitt,,
2026-10-02,Eastpointe,Madison Heights Madison,,
2026-10-02,Eaton Rapids,Olivet,,
2026-10-02,Ecorse,Harper Woods Chandler Park,,
2026-10-02,Edon (OH),Ottawa Lake Whiteford,,
2026-10-02,Edwardsburg,Plainwell,,
2026-10-02,Elkhart Jimtown (IN),Knox (IN),,
2026-10-02,Escanaba,Sault Ste Marie,,
2026-10-02,Essexville Garber,Saginaw Swan Valley,,
2026-10-02,Farwell,St Louis,,
2026-10-02,Fenton,Flint Kearsley,,
2026-10-02,Flat Rock,Riverview,,
2026-10-02,Flint Carman-Ainsworth,Saginaw Heritage,,
2026-10-02,Flint Southwestern,International Academy of Flint,,
2026-10-02,Fowler,Pewamo-Westphalia,,
2026-10-02,Frankfort,Tawas,,
2026-10-02,Freeland,Alma,,
2026-10-02,Fruitport,Holland,,
2026-10-02,Galesburg-Augusta,Decatur,,
2026-10-02,Garden City,Redford Thurston,,
2026-10-02,Genesee,Burton Bendle,,
2026-10-02,Gladstone,Menominee,,
2026-10-02,Gobles,Centreville,,
2026-10-02,Goodrich,Owosso,,
2026-10-02,Grand Ledge,Lansing Waverly,,
2026-10-02,Grand Rapids Catholic Central,Middleville Thornapple Kellogg,,
2026-10-02,Grand Rapids NorthPointe Christian,Benton Harbor,,
2026-10-02,Grand Rapids Ottawa Hills,Holland Christian,,
2026-10-02,Grand Rapids South Christian,Wyoming,,
2026-10-02,Grand Rapids West Catholic,Spring Lake,,
2026-10-02,Grandville,Caledonia,,
2026-10-02,Grandville Calvin Christian,Wyoming Godwin Heights,,
2026-10-02,Grass Lake,Vandercook Lake,,
2026-10-02,Grosse Ile,Carleton Airport,,
2026-10-02,Grosse Pointe North,Marysville,,
2026-10-02,Hamilton,Wayland,,
2026-10-02,Hamilton St Thomas More (CN),Hamilton St. Mary Catholic (CN),,
2026-10-02,Hammond Central (IN),Hammond Morton (IN),,
2026-10-02,Hamtramck,Detroit Edison,,
2026-10-02,Hancock,Kingsford,,
2026-10-02,Harbor Beach,Vassar,,
2026-10-02,Harper Woods,Waterford Mott,,
2026-10-02,Harrison Township L'Anse Creuse,Fraser,,
2026-10-02,Hartford,Niles Brandywine,,
2026-10-02,Haslett,St Johns,,
2026-10-02,Hemlock,Ithaca,,
2026-10-02,Hesperia,Shelby,,
2026-10-02,Holland West Ottawa,Hudsonville,,
2026-10-02,Holly,Flushing,,
2026-10-02,Holt,Okemos,,
2026-10-02,Houghton,Calumet,,
2026-10-02,Houghton Lake,McBain,,
2026-10-02,Howell,Hartland,,
2026-10-02,Hudson,Clinton,,
2026-10-02,Hudsonville Unity Christian,Grand Rapids Forest Hills Central,,
2026-10-02,Ida,Dundee,,
2026-10-02,Ionia,Charlotte,,
2026-10-02,Iron Mountain,Gwinn,,
2026-10-02,Ishpeming Westwood,Negaunee,,
2026-10-02,Jackson Lumen Christi,Detroit U of D Jesuit,,
2026-10-02,Jackson Northwest,Marshall,,
2026-10-02,Jenison,Grand Haven,,
2026-10-02,Johannesburg-Lewiston,Mancelona,,
2026-10-02,Jonesville,Hanover-Horton,,
2026-10-02,Kalamazoo Central,Battle Creek Central,,
2026-10-02,Kalamazoo Hackett Catholic Prep,Schoolcraft,,
2026-10-02,Kalamazoo Loy Norrix,Mattawan,,
2026-10-02,Kalkaska,Vestaburg,,
2026-10-02,Kent City,White Cloud,,
2026-10-02,LaGrange Prairie Heights (IN),Albion Central Noble (IN),,
2026-10-02,Laingsburg,Bath,,
2026-10-02,Lake City,Beal City,,
2026-10-02,Lakeview,Harbor Springs,,
2026-10-02,Lansing Catholic,Portland,,
2026-10-02,Lansing Eastern,Williamston,,
2026-10-02,Lansing Sexton,Lake Odessa Lakewood,,
2026-10-02,Lapeer,Grand Blanc,,
2026-10-02,Lawton,Delton Kellogg,,
2026-10-02,Livonia Franklin,Livonia Churchill,,
2026-10-02,Lowell,Lansing Everett,,
2026-10-02,Ludington,Montague,,
2026-10-02,Macomb Dakota,Grosse Pointe South,,
2026-10-02,Macomb L'Anse Creuse North,Port Huron,,
2026-10-02,Macomb Lutheran North,Richmond,,
2026-10-02,Madison Heights Bishop Foley,Mount Clemens,,
2026-10-02,Madison Heights Lamphere,Sterling Heights,,
2026-10-02,Manchester,Leslie,,
2026-10-02,Manistique,West Iron County,,
2026-10-02,Manton,Evart,,
2026-10-02,Marine City,Hazel Park,,
2026-10-02,Mason,Fowlerville,,
2026-10-02,Mason County Central,Ravenna,,
2026-10-02,Melvindale,Redford Union,,
2026-10-02,Midland Bullock Creek,Gladwin,,
2026-10-02,Midland Dow,Traverse City West,,
2026-10-02,Milford,North Farmington,,
2026-10-02,Millington,Reese,,
2026-10-02,Monroe,Jackson,,
2026-10-02,Monroe St Mary Catholic Central,Milan,,
2026-10-02,Morley Stanwood,Central Montcalm,,
2026-10-02,Mount Pleasant,Bay City Western,,
2026-10-02,Mt Morris,Chesaning,,
2026-10-02,Muskegon,Grand Rapids Forest Hills Northern,,
2026-10-02,Muskegon Mona Shores,Byron Center,,
2026-10-02,Muskegon Oakridge,Fremont,,
2026-10-02,Muskegon Reeths-Puffer,Grand Rapids Union,,
2026-10-02,Napoleon,Michigan Center,,
2026-10-02,Neillsville (WI),Stanley-Boyd (WI),,
2026-10-02,New Baltimore Anchor Bay,St Clair Shores Lakeview,,
2026-10-02,New Boston Huron,Monroe Jefferson,,
2026-10-02,New Lothrop,Ovid-Elsie,,
2026-10-02,North Muskegon,Manistee,,
2026-10-02,Northville,Dearborn Fordson,,
2026-10-02,Oak Park,Birmingham Groves,,
2026-10-02,Oconto Falls (WI),Marinette (WI),,
2026-10-02,Ogemaw Heights,Standish-Sterling,,
2026-10-02,Onsted,Hillsdale,,
2026-10-02,Ortonville Brandon,Clio,,
2026-10-02,Oscoda,Maple City Glen Lake,,
2026-10-02,Otisville LakeVille Memorial,Birch Run,,
2026-10-02,Oxford,Rochester Adams,,
2026-10-02,Parchment,Coloma,,
2026-10-02,Parma Western,Cadillac,,
2026-10-02,Perry,Saranac,,
2026-10-02,Petoskey,Gaylord,,
2026-10-02,Pioneer North Central (OH),Erie Mason,,
2026-10-02,Plymouth,Dearborn Heights Crestwood,,
2026-10-02,Pontiac,Ferndale,,
2026-10-02,Port Huron Northern,Utica,,
2026-10-02,Portage (IN),Michigan City (IN),,
2026-10-02,Portage Central,Battle Creek Lakeview,,
2026-10-02,Portage Northern,St Joseph,,
2026-10-02,Quincy,Mount Pleasant Sacred Heart,,
2026-10-02,Reading,Springport,,
2026-10-02,Reed City,Newaygo,,
2026-10-02,Remus Chippewa Hills,Howard City Tri County,,
2026-10-02,Rochester Hills Lutheran Northwest,Lutheran Westland,,
2026-10-02,Rochester Hills Stoney Creek,Rochester,,
2026-10-02,Romeo,Clinton Township Chippewa Valley,,
2026-10-02,Romulus,Dearborn Heights Robichaud,,
2026-10-02,Romulus Summit Academy North,Frankenmuth,,
2026-10-02,Saginaw Michigan Lutheran Seminary,Saginaw Valley Lutheran,,
2026-10-02,Saginaw Nouvel Catholic Central,Carrollton,,
2026-10-02,Saline,Ann Arbor Huron,,
2026-10-02,Sand Creek,Montpelier (OH),,
2026-10-02,Sandusky,Elkton-Pigeon-Bay Port Laker,,
2026-10-02,Sanford Meridian,Harrison,,
2026-10-02,Shepherd,Clare,,
2026-10-02,South Lyon East,Farmington,,
2026-10-02,Southgate Anderson,Gibraltar Carlson,,
2026-10-02,Sparta,Coopersville,,
2026-10-02,Stockbridge,Homer,,
2026-10-02,Sturgeon Bay (WI),Brussels Southern Door (WI),,
2026-10-02,Sturgis,Paw Paw,,
2026-10-02,Swartz Creek,Linden,,
2026-10-02,Tecumseh,Adrian,,
2026-10-02,Three Rivers,Niles,,
2026-10-02,Toledo Whitmer (OH),Sylvania Northview (OH),,
2026-10-02,Traverse City Central,Midland,,
2026-10-02,Trenton,Taylor,,
2026-10-02,Troy,Lake Orion,,
2026-10-02,Troy Athens,Bloomfield Hills,,
2026-10-02,Unionville-Sebewaing,Ubly,,
2026-10-02,Utica Eisenhower,Sterling Heights Stevenson,,
2026-10-02,Utica Ford,Warren Cousino,,
2026-10-02,Vicksburg,Otsego,,
2026-10-02,Walled Lake Northern,Livonia Stevenson,,
2026-10-02,Walled Lake Western,Walled Lake Central,,
2026-10-02,Warren De La Salle Collegiate,Orchard Lake St Mary's,,
2026-10-02,Warren Fitzgerald,St Clair Shores Lake Shore,,
2026-10-02,Warren Lincoln,Clawson,,
2026-10-02,Warren Mott,Roseville,,
2026-10-02,Warren Woods Tower,Center Line,,
2026-10-02,Watervliet,South Haven,,
2026-10-02,West Unity Hilltop (OH),Petersburg Summerfield,,
2026-10-02,Westland John Glenn,Wayne Memorial,,
2026-10-02,White Lake Lakeland,South Lyon,,
2026-10-02,White Pigeon,Saugatuck,,
2026-10-02,Whitehall,Hart,,
2026-10-02,Whitmore Lake,Livonia Clarenceville,,
2026-10-02,Wyandotte Roosevelt,Lincoln Park,,
2026-10-02,Wyoming Kelloggsville,Comstock Park,,
2026-10-02,Yale,Croswell-Lexington,,
2026-10-02,Ypsilanti Lincoln,Pinckney,,
2026-10-02,Zeeland West,Zeeland East,,
2026-10-03,Aurora St Andrews (CN),Selywn House School (CN),,
2026-10-03,Chicago Kenwood Academy (IL),Chicago Lincoln Park (IL),,
2026-10-03,Detroit Catholic Central,Toledo Central Catholic (OH),,
